,Format,Formula,Summary,Applies To,Time Scale,Time Range,Versions,Style,Cell Count,Calculation Effort,Notes,Read Access Driver,Write Access Driver,Users List,Parent,Is Summary,Formula Scope,Code,Use Switchover,Breakback,Brought-Forward,Start of Section,Data Tags,Referenced By,Module Name
Subscriptions Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Subscriptions,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Memberships Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN 0 ELSE 'INP02 Opex Drivers'.Memberships,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Total Phased,CAL12 Driver Phasing
Total Phased,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Rent Phased + Business Rates Phased + Utilities Phased + Cleaning Phased + Security Phased + Insurance Phased + Travel Phased + Subsistence Phased + Mileage Phased + Hotels Phased + Marketing Events Phased + Marketing Digital Phased + Marketing Print Phased + Agency Fees Phased + Software Licences Phased + Software Support Phased + Hardware Phased + Telecoms Phased + Mobile Phased + Postage Phased + Stationery Phased + Printing Phased + Legal Fees Phased + Audit Fees Phased + Consultancy Phased + Contractors Phased + Recruitment Fees Phased + Training Phased + Subscriptions Phased + Memberships Phased,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.09%,,-,-,,,false,All Versions,,true,false,false,false,-,'OUT01 Management Pack'.Phased Drivers,CAL12 Driver Phasing
OUT01 Management Pack,,,,Cost Centres,Month,Model Calendar,All,,210672,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL11 Reporting Prep'.Revenue,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,"Revenue YTD, 'OUT02 Board Pack'.Budget Revenue, 'OUT02 Board Pack'.Old Budget Revenue, 'OUT02 Board Pack'.Revenue",OUT01 Management Pack
EBITDA,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL11 Reporting Prep'.EBITDA,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,"EBITDA YTD, 'OUT02 Board Pack'.EBITDA",OUT01 Management Pack
Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL11 Reporting Prep'.Opex,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
Staff Cost,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL11 Reporting Prep'.Staff Cost,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
Total Cost,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL11 Reporting Prep'.Total Cost,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
Headcount,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'INP03 Headcount'.FTE,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
Capex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'INP04 Capex'.Capex Spend,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
Depreciation,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL10 Depreciation'.Charge,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
Revenue YTD,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",YEARTODATE(Revenue),"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
EBITDA YTD,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",YEARTODATE(EBITDA),"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
Phased Drivers,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL12 Driver Phasing'.Total Phased,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT01 Management Pack
OUT02 Board Pack,,,,Cost Centres,Month,Model Calendar,All,,114912,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'OUT01 Management Pack'.Revenue,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Revenue Variance,OUT02 Board Pack
EBITDA,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'OUT01 Management Pack'.EBITDA,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT02 Board Pack
Budget Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'OUT01 Management Pack'.Revenue[SELECT: VERSIONS.Budget],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,"Revenue Variance, Revenue Variance %",OUT02 Board Pack
Old Budget Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'OUT01 Management Pack'.Revenue[SELECT: VERSIONS.'Budget v2 DO NOT USE'],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,Q3 2023 restatement. Board pack still shows both. Ask Dan before removing.,-,-,,,false,All Versions,,true,false,false,false,-,,OUT02 Board Pack
Revenue Variance,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Revenue - Budget Revenue,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Revenue Variance %,OUT02 Board Pack
Revenue Variance %,"{""minimumSignificantDigits"":4,""decimalPlaces"":1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""PERCENTAGE"",""unitsDisplayType"":""PERCENTAGE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","DIVIDE(Revenue Variance, Budget Revenue)","{""summaryMethod"":""FORMULA"",""timeSummaryMethod"":""FORMULA"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,OUT02 Board Pack
